NomeCliente,EnderecoCompleto,ValorFatura,NumeroPaginas
Cliente Ficticio 4235,"R CARLOTA DUQUE ESTRADA,100,CASA 02-GALO BRANCO-SAO GONCALO-RJ -24422400 ",326.79,4
Cliente Ficticio 4237,"R AFONSO CELSO,  1380-VILA MARIANA-SAO PAULO-SP -04119062 ",387.66,4
Cliente Ficticio 4238,"R MARIA INES PASTI PEDROSO,   376-SAO LUIZ-ITU-SP -13304276 ",259.88,4
Cliente Ficticio 4239,"R ALM BALTAZAR,194,AP 503, BLOCO 2-SAO CRISTOVAO-RIO DE JANEIRO-RJ -20941150 ",83.62,4
Cliente Ficticio 4240,"R MINAS GERAIS,   180, BL 1, APT 44-ALVES DIAS-SAO BERNARDO DO CAMPO-SP -09852690 ",81.19,4
Cliente Ficticio 4241,"TV CAC APOENA,   485-PARADA INGLESA-SAO PAULO-SP -02307330 ",46.53,4
Cliente Ficticio 4242,"AV PRESBITERIANA,   247-VILA MURY-VOLTA REDONDA-RJ -27281510 ",375.71,4
Cliente Ficticio 4243,"TV RAFAEL BLANCO,   111, CASA A-VILA DIONISIA-SAO PAULO-SP -02671060 ",266.11,4
Cliente Ficticio 4244,"R DOS TAPES,56,BL B AP 21-CAMBUCI-SAO PAULO-SP -01527050 ",151.19,4
Cliente Ficticio 4245,"R ALICANTE (CJ CIDADAO V),    39, QD 317-NOVA CIDADE-MANAUS-AM -69097517 ",292.90,4
Cliente Ficticio 4246,"EST MORRO DOS OLHOS D'AGUA,   140, CASA 3-JARDIM MARABA-SAO PAULO-SP -08270360 ",178.12,4
Cliente Ficticio 4247,"AV QUEIROS DOS SANTOS,  1843, CASA CS-CASA BRANCA-SANTO ANDRE-SP -09015311 ",211.23,4
Cliente Ficticio 4248,"R IRINEU GALLO,   113-SUPER QUADRA MORUMBI-SAO PAULO-SP -05750240 ",45.45,4
Cliente Ficticio 4249,"R PAU BRASIL,   780-JARDIM RECREIO-RIBEIRAO PRETO-SP -14040220 ",46.22,4
Cliente Ficticio 4250,"AV BARTOLOMEU DE GUSMAO,    13, BL ITALIA, APT 82-BOQUEIRAO-SANTOS-SP -11045400 ",199.48,4
Cliente Ficticio 4251,"SHIGS, QD 707, BL E, CASA 23-ASA SUL-BRASILIA-DF -70351705 ",280.61,4
Cliente Ficticio 4252,"R BACTORIA,   408, CASA 01-JARDIM VILA FORMOSA-SAO PAULO-SP -03472100 ",156.16,4
Cliente Ficticio 4253,"AV SARANDI,   820, SALA 1-SARANDI-PORTO ALEGRE-RS -91130450 ",142.12,4
Cliente Ficticio 4254,"R JULIMAR DE SOUZA PAULO,   165-JARDIM SAO PEDRO-MOGI DAS CRUZES-SP -08830030 ",183.23,4
Cliente Ficticio 4255,"R ALBANO KLEMS,  1111-GLORIA-JOINVILLE-SC -89217270 ",345.76,4
Cliente Ficticio 4256,"R RIO NEGRO,   211-OSVALDO CRUZ-SAO CAETANO DO SUL-SP -09570540 ",284.02,4
Cliente Ficticio 4257,"R BIAGIO MARINI,    46-JARDIM DAS CARMELITAS-SAO PAULO-SP -08275620 ",76.40,4
Cliente Ficticio 4259,"R SCUPTOR,    82, CASA 02-VILA DOS ANDRADES-CARAPICUIBA-SP -06341580 ",460.20,4
Cliente Ficticio 4260,"R VER PEDRO MEDEIROS,178,CASA-SERRARIA-SAO JOSE-SC -88115250 ",164.51,4
Cliente Ficticio 4261,"R MANOEL TERROCILA,    18-RESIDENCIAL PARQUE CUMBICA-GUARULHOS-SP -07174170 ",190.57,4
Cliente Ficticio 4262,"R CLAUDIO SALLES VICENTINI,    56-JARDIM DOUTORA LILIANA-MOGI DAS CRUZES-SP -08744260 ",137.36,4
Cliente Ficticio 4263,"R SALUSTIANO CORDEIRO,    46, ED ITABIRA, APT 73-AGUA VERDE-CURITIBA-PR -80620190 ",417.51,4
Cliente Ficticio 4264,"R DR OTAVIO SANTOS,   211, BL 9, APT 403-JARDIM ITU SABARA-PORTO ALEGRE-RS -91210001 ",340.88,4
Cliente Ficticio 4265,"R IELMO MARINHO,   893, LJ A-PARQUE INDEPENDENCIA-SAO PAULO-SP -03236030 ",120.92,4
Cliente Ficticio 4266,"R PRIMEIRO DE MAIO,   124-VILA NOVA-CUBATAO-SP -11520130 ",72.44,4
Cliente Ficticio 4267,"AV PENHA DE FRANCA,   653-PENHA DE FRANCA-SAO PAULO-SP -03606010 ",78.02,4
Cliente Ficticio 4268,"RUA TANCREDO NEVES,295,104C-PARQUE 10 DE NOVEMBRO-MANAUS-AM -69054700 ",402.59,4
Cliente Ficticio 4269,"R ALEXANDRE CANALLI,   519-RIO BRANCO-CAXIAS DO SUL-RS -95099030 ",195.52,4
Cliente Ficticio 4270,"R ARARIPE JUNIOR,   772-VILA SUISSA-MOGI DAS CRUZES-SP -08810230 ",338.08,4
Cliente Ficticio 4271,"R ALASCA (CJ TAPAJOS),    45-TAPANA (ICOARACI)-BELEM-PA -66833330 ",21.98,4
Cliente Ficticio 4273,"R T 51,   401, QD 74, LT 01/03, APT 204-SETOR BUENO-GOIANIA-GO -74215210 ",144.89,4
Cliente Ficticio 4274,"AV SETE DE SETEMBRO,  1885, CASA FUNDOS-CENTRO-PASSO FUNDO-RS -99010120 ",99.82,4
Cliente Ficticio 4275,"R BELL ALIANCE,    94-JARDIM SAO CAETANO-SAO CAETANO DO SUL-SP -09581420 ",249.40,4
Cliente Ficticio 4276,"R JOAO JACINTHO DE OLIVEIRA,    45-CIDADE ARACY-SAO CARLOS-SP -13573212 ",265.13,4
Cliente Ficticio 4277,"R RIO PARAIBA DO SUL,   225-EMAUS-PARNAMIRIM-RN -59149125 ",113.37,4
Cliente Ficticio 4278,"R DELMIRO LEAO (CJ R S PINTO I),   122-CIDADE NOVA-MANAUS-AM -69090640 ",147.18,4
Cliente Ficticio 4279,"R PAULO CESAR,   269-VILA MAZZEI-SAO PAULO-SP -02311240 ",124.48,4
Cliente Ficticio 4280,"AV NICOLAU JACINTO,   685, BL 6, APT 52-JARDIM ARTUR ALVIM-SAO PAULO-SP -03687010 ",109.24,4
Cliente Ficticio 4281,"R GENI FORMIGA,    59-CJ P C OLIVEIRA-RIO BRANCO-AC -69919124 ",331.33,4
Cliente Ficticio 4282,"R DOS QUILOMBOLAS,   341, ED GUARAJUBA, APT 14-IMBUI-SALVADOR-BA -41720005 ",232.64,4
Cliente Ficticio 4283,"R ARMANDO PINELLI,   268, BL 7, APT 43-TABOAO-DIADEMA-SP -09930310 ",89.29,6
Cliente Ficticio 4284,"R JANDAIA DO SUL,418-JARDIM IPE II-MOGI GUACU-SP -13846065 ",224.84,6
Cliente Ficticio 4408,"R PLINIO BARRETO,182,FRENTE-JARDIM AMERICA-RIO DE JANEIRO-RJ -21240050 ",290.26,2
Cliente Ficticio 4409,"R ALBANO REIS,   595, CASA 1-BOM RETIRO-CURITIBA-PR -80520530 ",375.28,4
Cliente Ficticio 4411,"R CEL JUCA,   227, APT 202-MEIRELES-FORTALEZA-CE -60170320 ",482.69,4
Cliente Ficticio 4412,"R MATHEUS CORAZZA,   147-CJ HAB V L GROSSO-ARACATUBA-SP -16012100 ",174.69,4
Cliente Ficticio 4413,"AV CDOR LEAO,   167-JARAGUA-MACEIO-AL -57022240 ",178.77,4
Cliente Ficticio 4414,"R MARIA MARTINS OTTOBONI,   175-CAMPO DOS ALEMAES-SAO JOSE DOS CAMPOS-SP -12239420 ",80.67,4
Cliente Ficticio 4415,"R S MATEUS,   524,   APT 102-PORTAO-CURITIBA-PR -81070080 ",373.65,4
Cliente Ficticio 4418,"R PALMIRO PANIZI,   251, CASA 1-JARDIM SOROCABA PARK-SOROCABA-SP -18078777 ",296.45,4
Cliente Ficticio 4419,"R DAIR BORGES,423-BOQUEIRAO-PRAIA GRANDE-SP -11701210 ",363.15,4
Cliente Ficticio 4420,"R CNSO SARAIVA,920,APT 21 BL 2-VILA CRISTINA-SAO JOSE DO RIO PRETO-SP -15070050 ",169.60,4
Cliente Ficticio 4421,"R ALEMANHA,    91, FD-TABOAO-DIADEMA-SP -09941090 ",225.65,4
Cliente Ficticio 4422,"R ZEQUINHA LEMES,  1090-SAO ROQUE-APARECIDA-SP -12570000 ",35.88,4
Cliente Ficticio 4423,"R ELIAS FAUSTO,   405-JARDIM SOL NASCENTE-PIRACICABA-SP -13425808 ",261.33,4
Cliente Ficticio 4424,"R SALOME QUEIROGA,   584, CASA 03-VILA CARRAO-SAO PAULO-SP -03434000 ",184.91,4
Cliente Ficticio 4425,"R JACOB EMERICK,   762,   ALTOS-CENTRO-SAO VICENTE-SP -11310070 ",456.42,4
Cliente Ficticio 4426,"R LEOCADIA GONCALVES BARRETO TUCUNDUVA,    54, CASA 4-JARDIM TUCUNDUVA-CARAPICUIBA-SP -06317240 ",109.87,4
Cliente Ficticio 4427,"R MATEIA OLIVEIRA LOPES,  1120-JARDIM PORTINARI-FRANCA-SP -14407113 ",161.43,6
Cliente Ficticio 4428,"R EUGENE DELACROIX,   245-JARDIM PRIMAVERA (ZONA NORTE)-SAO PAULO-SP -02755160 ",5.31,6
Cliente Ficticio 4448,"R ALEXANDRE TEIXEIRA,   195, CASA /A-VILA EUTHALIA-SAO PAULO-SP -03519080 ",833.83,4
Cliente Ficticio 4449,"R JARDIM DA SAUDADE,   361-BARRA-BALNEARIO CAMBORIU-SC -88332055 ",469.70,4
Cliente Ficticio 4450,"AV VALE DO TORORO,     1, / SN,   ESTAÇÃO DA LAPA, LJ 20-TORORO-SALVADOR-BA -40050290 ",131.09,4
Cliente Ficticio 4451,"AV ENG FRANCISCO JOSE LONGO,   633, APT 173-JARDIM SAO DIMAS-SAO JOSE DOS CAMPOS-SP -12245000 ",141.19,4
Cliente Ficticio 4453,"R SRG ANTONIO ERNESTO,   454, CASA 1-PAVUNA-RIO DE JANEIRO-RJ -21520460 ",216.68,4
Cliente Ficticio 4454,"AV D PEDRO II,  1850, APT 8-CAMPESTRE-SANTO ANDRE-SP -09080001 ",95.82,4
Cliente Ficticio 4455,"R MANOEL ANTONIO,132,CASA 1-JARDIM DAS PALMAS-SAO PAULO-SP -05749310 ",181.89,4
Cliente Ficticio 4456,"R TIMBIRAS,   373, CASA 3-TUPI-PRAIA GRANDE-SP -11703370 ",79.08,4
Cliente Ficticio 4457,"SCES TRECHO,0,[SCES , TR 4, LT 5,  APTO: B037T, BL B,-ASA SUL-BRASILIA-DF -70200004 ",412.94,4
Cliente Ficticio 4458,"R ROSANA ROCHA MOREIRA,    34-JARDIM ALTOS DE SANTANA I-JACAREI-SP -12306734 ",60.20,4
Cliente Ficticio 4459,"R JOSE DOMINGOS DA CRUZ,   144, FT .-PARQUE SAO LUIS-TAUBATE-SP -12061650 ",84.23,4
Cliente Ficticio 4460,"R FRANCISCO PILATTI,224,CASA 04-PILARZINHO-CURITIBA-PR -82115340 ",185.53,4
Cliente Ficticio 4461,"R AMARAL,    91, APT 202-ANDARAI-RIO DE JANEIRO-RJ -20541155 ",370.62,4
Cliente Ficticio 4462,"R INACIO,   426-VILA PRUDENTE-SAO PAULO-SP -03142001 ",120.81,4
Cliente Ficticio 4463,"R JOAO VENDRAMIN,   355-SANTA FELICIDADE-CURITIBA-PR -82020650 ",791.13,4
Cliente Ficticio 4464,"R PRF GIAMPERO MONACCI,   150-JD N HORIZONTE-MARINGA-PR -87010090 ",56.60,4
Cliente Ficticio 4466,"AV ANDROMEDA,1782-JARDIM SATELITE-SAO JOSE DOS CAMPOS-SP -12230001 ",55.78,4
Cliente Ficticio 4467,"AV NICOLAU BECKER,   345-CENTRO-NOVO HAMBURGO-RS -93510060 ",118.06,4
Cliente Ficticio 4468,"R DOS TUCUNARES,   500, LJ 100-JARDIM MARIA MARTHA-MARILIA-SP -17507280 ",134.33,4
Cliente Ficticio 4469,"AV PAULO AYRES,75,BL 32 AP 34-PARQUE PINHEIROS-TABOAO DA SERRA-SP -06767900 ",19.41,4
Cliente Ficticio 4470,"R PRUSSIA,  1598-PARQUE PARAISO-ITAPECERICA DA SERRA-SP -06852840 ",261.91,4
Cliente Ficticio 4471,"CCSW, QD 02, LT 04, APT 148-SETOR SUDOESTE-BRASILIA-DF -70680250 ",419.47,4
Cliente Ficticio 4472,"R CEL FERREIRA SOBRINHO,    66, CASA 2-PETROPOLIS-MANAUS-AM -69079300 ",190.63,4
Cliente Ficticio 4473,"R EUCLIDES DA CUNHA,  1951-JARDIM BRASILIA-ARACATUBA-SP -16025473 ",110.18,4
Cliente Ficticio 4475,"AV JABAQUARA,  2054, APT 151-MIRANDOPOLIS-SAO PAULO-SP -04046400 ",238.79,4
Cliente Ficticio 4476,"R ARAGUAIA,   875, APT 504-FREGUESIA (JACAREPAGUA)-RIO DE JANEIRO-RJ -22745270 ",694.19,4
Cliente Ficticio 4477,"R ATANAZIO SOARES,  1043, BL C, CASA 11-VILA OLIMPIA-SOROCABA-SP -18075000 ",180.46,4
Cliente Ficticio 4478,"EST COPIUVA,  1500, BL 3 - LUA, APT 15-VILA DA OPORTUNIDADE-CARAPICUIBA-SP -06330000 ",183.78,4
Cliente Ficticio 4479,"QNM, QD 08, CJ D, CASA 22-CEILANDIA-BRASILIA-DF -72210080 ",239.80,4
Cliente Ficticio 4480,"R MATHILDE ZATAR,   231-NONOAI-PORTO ALEGRE-RS -91720530 ",114.16,4
Cliente Ficticio 4481,"AV MARIA FONSECA DE MORAES,204-OLARIA-ARACAJU-SE -49092450 ",291.20,4
Cliente Ficticio 4482,"R VER MARIO COELHO PIRES,   345, APT 904-CAMPINAS-SAO JOSE-SC -88101280 ",242.31,4
Cliente Ficticio 4483,"R DJALMA RAFAEL,    12-VILA TIETE-MOGI DAS CRUZES-SP -08770380 ",23.59,4
Cliente Ficticio 4484,"R APPA,   433-VILA MONTE ALEGRE-RIBEIRAO PRETO-SP -14051060 ",165.61,4
Cliente Ficticio 4486,"R IPANEMA,   345-MOOCA-SAO PAULO-SP -03164200 ",55.09,4
Cliente Ficticio 4487,"R JOSE DA COSTA TEIXEIRA,   486-BONFIM PAULISTA-RIBEIRAO PRETO-SP -14110000 ",162.31,4
Cliente Ficticio 4489,"R ANDRE FERREIRA,124-VILA CARRAO-SAO PAULO-SP -03447050 ",136.16,6
Cliente Ficticio 4490,"R DR JOSE MAURICIO DE OLIVEIRA,   379-GOPOUVA-GUARULHOS-SP -07092110 ",74.23,6
Cliente Ficticio 4512,"R SAO BENEDITO,773-JARDIM ACLIMACAO-ARACATUBA-SP -16072207 ",84.27,4
Cliente Ficticio 4513,"R ENG SERAFIM VOLOSCHEN,   241-CAMPINA DO SIQUEIRA-CURITIBA-PR -80740040 ",495.49,4
Cliente Ficticio 4514,"R RIO PARANAPANEMA,761,FUNDOS-JARDIM JOCKEI CLUB A-SAO CARLOS-SP -13565050 ",234.96,4
Cliente Ficticio 4515,"R EUDORO LINCOLN BERLINCK,   453-JARDIM ARPOADOR-SAO PAULO-SP -05565200 ",129.79,4
Cliente Ficticio 4516,"R VSC DE TAUNAY,   443, APT 194-VILA CRUZEIRO-SAO PAULO-SP -04726010 ",269.92,4
Cliente Ficticio 4517,"R LEONARDO PEDRO FORTE,   612-JD DR LUCIANO-JAU-SP -17212370 ",109.43,4
Cliente Ficticio 4518,"R DOS ESTUDANTES,344,CASA 2-JARDIM CAMPOS VERDES-HORTOLANDIA-SP -13186170 ",220.57,4
Cliente Ficticio 4519,"R HUMBERTO DEL CISTIA,   297, COND BELLA FIORE, CASA 36-VILA MINEIRAO-SOROCABA-SP -18076560 ",187.05,4
Cliente Ficticio 4520,"R SEBASTIAO DE BARROS,   268-JARDIM HELENA-SAO PAULO-SP -08420240 ",342.23,4
Cliente Ficticio 4521,"AL DOS JACARANDAS,    29-COND. BOSQUE DA RIBEIRA-NOVA LIMA-MG -34000000 ",201.11,4
Cliente Ficticio 4522,"SHIS, QD QI15, CJ 06, CASA 22A-ST DE HB INDIVIDUAIS SUL-BRASILIA-DF -71635260 ",209.70,4
Cliente Ficticio 4523,"R FRIEDA,33-NOVA GERTY-SAO CAETANO DO SUL-SP -09572500 ",315.58,4
Cliente Ficticio 4525,"AV D PEDRO I,  1398-CONCEICAO-DIADEMA-SP -09991000 ",294.01,4
Cliente Ficticio 4526,"R ARGEMIRO AMARO DA SILVA,  2952-JARDIM LUIZA-FRANCA-SP -14407527 ",176.55,6
Cliente Ficticio 4527,"R MAOME,    66-VILA ALTO DE SANTO ANDRE-SANTO ANDRE-SP -09240790 ",163.27,6
Cliente Ficticio 4561,"R OLGA FADEL ABARCA,   520, BL 3, APT 401-JD STA TEREZINHA (Z LESTE)-SAO PAULO-SP -03572020 ",196.93,4
Cliente Ficticio 4563,"R ALZIMAR VARGAS BATISTA,   410-PARQUE CONTINENTAL I-GUARULHOS-SP -07077203 ",188.01,4
Cliente Ficticio 4564,"R JOSE B. COSTA PEREIRA,    68-JARDIM SUL-SAO JOSE DOS CAMPOS-SP -12236488 ",173.29,4
Cliente Ficticio 4565,"R PRCA ISABEL,429,A-CIDADE ALTA-NATAL-RN -59025400 ",67.12,4
Cliente Ficticio 4566,"R PIACATU,  1217, CASA C-MUNHOZ JUNIOR-OSASCO-SP -06240160 ",214.78,4
Cliente Ficticio 4567,"R GONCALVES DIAS,   525-VILA PASSOS-NOVA LIMA-MG -34000000 ",339.43,4
Cliente Ficticio 4568,"R PRF NEY MARQUES,    54, ED CAMPO BELO, APT 603-ZONA 07-MARINGA-PR -87020300 ",259.65,4
Cliente Ficticio 4569,"R FLOR DE LIS,    11-FEU ROSA-SERRA-ES -29172290 ",166.91,4
Cliente Ficticio 4570,"AV OSVALDO ARANHA,  1376, APT 102-BOM FIM-PORTO ALEGRE-RS -90035191 ",345.48,4
Cliente Ficticio 4571,"R TARCON,   200-JARDIM ADELFIORE-SAO PAULO-SP -05223070 ",58.64,4
Cliente Ficticio 4572,"R LUIS VAZ DE CAMOES,   225, CASA FRENTE-JARDIM ANA ROSA-TAUBATE-SP -12071050 ",91.98,4
Cliente Ficticio 4574,"R ALCIDES MOREIRA DE PAULA,    20-JARDIM REPUBLICA-SAO JOSE DOS CAMPOS-SP -12234828 ",97.07,4
Cliente Ficticio 4575,"EST PAU-FERRO,   204, BL 4, APT 306-PECHINCHA-RIO DE JANEIRO-RJ -22743051 ",421.06,4
Cliente Ficticio 4576,"AV MIRO VETORAZZO,  1000, BL 4, APT 104-DEMARCHI-SAO BERNARDO DO CAMPO-SP -09820135 ",129.92,4
Cliente Ficticio 4577,"R CONGO,   282-VILA IPIRANGA-PORTO ALEGRE-RS -91380070 ",235.62,4
Cliente Ficticio 4578,"R CEL FAWCETT,   365-VILA MORAES-SAO PAULO-SP -04167030 ",143.50,4
Cliente Ficticio 4579,"R FLAVIO HUMBERTO RIBIZZI,   222, BL D, APT 16-JARDIM ENSEADA-GUARUJA-SP -11443040 ",241.41,4
Cliente Ficticio 4580,"R JOAO PESSOA,  1446-LOTEAMENTO PLANALTO DO SOL-SANTA BARBARA D OESTE-SP -13454375 ",69.78,4
Cliente Ficticio 4581,"AV DR EPITACIO PESSOA,   131, BL A, APT 142-BOQUEIRAO-SANTOS-SP -11045301 ",640.26,4
Cliente Ficticio 4583,"R ESTEVES JUNIOR,   545, BL A, APT 1004-CENTRO-FLORIANOPOLIS-SC -88015130 ",273.27,4
Cliente Ficticio 4584,"AV DR THEODORO QUARTIM BARBOSA,  1759-RETIRO DA MANTIQUEIRA-CRUZEIRO-SP -12712000 ",69.11,4
Cliente Ficticio 4585,"R CAVATTON,   122-VILA CAVATON-SAO PAULO-SP -02962150 ",253.95,4
Cliente Ficticio 4587,"R SD JOSE VICENTE DE PAULA,    46, CASA 1-PARQUE NOVO MUNDO-SAO PAULO-SP -02180020 ",191.53,4
Cliente Ficticio 4588,"R LISSES MELGACO,   217, CASA 1-PARQUE ANCHIETA-RIO DE JANEIRO-RJ -21635270 ",4.78,4
Cliente Ficticio 4589,"RUA ANTONIO RAPOSO TAVARES,6-DOM PEDRO-MANAUS-AM -69040720 ",726.71,4
Cliente Ficticio 4590,"R PORTO VELHO,    81, CASA 2-ROCHDALE-OSASCO-SP -06226264 ",125.61,4
Cliente Ficticio 4591,"R PROGRESSO,1021,BL 2, APART 305-SERRARIA-MACEIO-AL -57046256 ",63.43,4
Cliente Ficticio 4592,"R ALAGOAS,  1175-JARDIM ALVORADA-MARINGA-PR -87033330 ",285.47,4
Cliente Ficticio 4593,"R EUBEIA,    20-JARDIM SANTO ANTONIO-SANTO ANDRE-SP -09240250 ",188.59,4
Cliente Ficticio 4594,"TV BENEDITO BENEDETI,    26, CASA 02-REMEDIOS-OSASCO-SP -06298160 ",109.26,4
Cliente Ficticio 4595,"R PEDRO GRASSI,   251-ROSELE-ARACATUBA-SP -16075407 ",209.80,4
Cliente Ficticio 4597,"R OSCAR PINHEIRO COELHO,132,CASA 1-CAXINGUI-SAO PAULO-SP -05516050 ",44.24,4
Cliente Ficticio 4598,"R ARNALDO CINTRA,   190, BL B, APT 135-VILA MOREIRA-SAO PAULO-SP -03088000 ",276.80,4
Cliente Ficticio 4599,"R PEDRO BRESSAN,    35-PARQUE RESIDENCIAL IGUATEMI-ARARAQUARA-SP -14808256 ",175.70,4
Cliente Ficticio 4600,"R MUNIZ DE SOUSA,   888, SALA 2-ACLIMACAO-SAO PAULO-SP -01534001 ",105.83,4
Cliente Ficticio 4601,"R GONCALVES LEDO,   436-JD A L DIAS-ARARAS-SP -13607361 ",235.45,4
Cliente Ficticio 4602,"R PAPA JOAO XXIII,   131-POCAO-CUIABA-MT -78015615 ",73.48,4
Cliente Ficticio 4603,"R PARATIBA,15,CASA 3-JARDIM NORDESTE-SAO PAULO-SP -03688010 ",203.53,4
Cliente Ficticio 4604,"R ACACIO VASCONCELOS,   129-PARQUE JABAQUARA-SAO PAULO-SP -04359100 ",19.39,4
Cliente Ficticio 4605,"R DIRCE,   179, VL 6, CS 4-PARQUE DOS CAMARGOS-BARUERI-SP -06436050 ",50.06,4
Cliente Ficticio 4606,"R MARILIA,   400,   SN-JARDIM ITACOLOMI-MOGI GUACU-SP -13843190 ",233.89,4
Cliente Ficticio 4607,"R DAS PITANGUEIRAS,   296, CASA 2-TABOAO-DIADEMA-SP -09940530 ",97.93,4
Cliente Ficticio 4608,"R ROBERTO FERNANDES,   220, BL SABIA, APT 63-VILA SILVA RIBEIRO-CARAPICUIBA-SP -06321240 ",72.66,4
Cliente Ficticio 4609,"R DINAMARCA,   728-JARDIM PAULISTANO-AMERICANA-SP -13471600 ",270.47,4
Cliente Ficticio 4610,"R VENANCIO AIRES,  1126, APT 401-CENTRO-SANTA MARIA-RS -97010000 ",239.91,4
Cliente Ficticio 4612,"AV CASSIOPEIA,   961-JARDIM SATELITE-SAO JOSE DOS CAMPOS-SP -12230011 ",323.80,4
Cliente Ficticio 4613,"R DOS TOROROS,1402-LAGOA NOVA-NATAL-RN -59054550 ",92.90,4
Cliente Ficticio 4614,"R BERILO FONSECA DORIA,   112, CASA 1-INDUSTRIAL-ARACAJU-SE -49066240 ",179.38,4
Cliente Ficticio 4615,"R CARMEM FERRAZ SILVA,   225-LOTEAMENTO SANTA ROSA-PIRACICABA-SP -13414121 ",211.45,4
Cliente Ficticio 4616,"R EUGENIO GUISARD,255-VILA SAO GERALDO-TAUBATE-SP -12062110 ",174.80,4
Cliente Ficticio 4617,"R EUGENIO LEITE DA CRUZ,93-JARDIM JATOBA-SOROCABA-SP -18103431 ",262.40,4
Cliente Ficticio 4619,"R CANDOCA,72,TV DA RUA VERTENTE-VILA CONSTANCA-SAO PAULO-SP -02256130 ",231.41,4
Cliente Ficticio 4620,"R DOS MANACAS,   365-JARDIM IPE PINHEIRO-MOGI GUACU-SP -13846244 ",42.48,4
Cliente Ficticio 4621,"AV SEN VERGUEIRO,  3727, CASA FUNDOS-ANCHIETA-SAO BERNARDO DO CAMPO-SP -09601000 ",227.25,4
Cliente Ficticio 4622,"R DR ANGELO PERNAMBUCO,    21-JARDIM ERMIDA II-JUNDIAI-SP -13212123 ",114.90,4
Cliente Ficticio 4623,"TV ANGELO MARTINS,    68-POCO-MACEIO-AL -57025750 ",453.40,4
Cliente Ficticio 4624,"R CAICARA,   402, CASA 1-IRAJA-RIO DE JANEIRO-RJ -21361630 ",61.16,4
Cliente Ficticio 4625,"R CNSO ZENHA,    76, APT 101-TIJUCA-RIO DE JANEIRO-RJ -20550090 ",230.45,4
Cliente Ficticio 4627,"R TRIUNFO,   130-DONA AUGUSTA-CAMPO BOM-RS -93700000 ",203.50,4
Cliente Ficticio 4628,"R INACIO KARPINSKI,  1410, BL 1, APT 31-BONSUCESSO-GUARAPUAVA-PR -85045000 ",177.73,4
Cliente Ficticio 4629,"R MARIA CAMURI DA ROCHA,   174-MORADA DO SOL-AMERICANA-SP -13470291 ",130.94,4
Cliente Ficticio 4630,"R GUIRATINGA,   299, CASA 4-CHACARA INGLESA-SAO PAULO-SP -04141000 ",133.33,4
Cliente Ficticio 4631,"R AGUA SANTA,   428-VILA SAO SEBASTIAO-FRANCA-SP -14406668 ",143.13,4
Cliente Ficticio 4633,"R JOSE PEREZ,    95-PARQUE DAS VARINHAS-MOGI DAS CRUZES-SP -08753430 ",221.40,4
Cliente Ficticio 4634,"R VSC DE TAMANDARE,   755, APT 104-AMERICANO-LAJEADO-RS -95900000 ",77.16,4
Cliente Ficticio 4635,"AV SATURNINO DE BRITO,  1152, APT 306-VILA JARDIM-PORTO ALEGRE-RS -91320000 ",362.88,4
Cliente Ficticio 4636,"R BERNARDO DOS SANTOS,    10, BL OMEGA, APT 61-JARDIM OLYMPIA-SAO PAULO-SP -05542000 ",250.66,4
Cliente Ficticio 4637,"R DR ZUQUIM,  1782, APT 182-SANTANA-SAO PAULO-SP -02035022 ",151.02,4
Cliente Ficticio 4638,"QNP, QD 34, CJ J, LT 16-CEILANDIA-BRASILIA-DF -72236410 ",198.20,4
Cliente Ficticio 4639,"R AVINHADO,276,CASA 5-VILA NOVA CURUCA-SAO PAULO-SP -08032320 ",158.09,4
Cliente Ficticio 4640,"R CORTEZ PEREIRA,   587-CIDADE NOVA-NATAL-RN -59072600 ",146.37,4
Cliente Ficticio 4641,"R MANOEL SYLVESTRE DE FREITAS FILHO,    75, BL F, APT 307-JARDIM NOVA EUROPA-CAMPINAS-SP -13040089 ",189.45,4
Cliente Ficticio 4642,"R RIACHUELO,   215, SALA A-CENTRO-JAU-SP -17201340 ",52.89,4
Cliente Ficticio 4643,"R MARIA PAIS DE BARROS,   503, CASA 1-VILA MARARI-SAO PAULO-SP -04402140 ",344.31,4
Cliente Ficticio 4644,"AV MAL TITO,  2518, CASA 1-SAO MIGUEL PAULISTA-SAO PAULO-SP -08022000 ",144.65,4
Cliente Ficticio 4645,"R BR DA PEDRA NEGRA,   365, APT 101-CENTRO-TAUBATE-SP -12020220 ",254.16,4
Cliente Ficticio 4647,"AV NOSSA SENHORA APARECIDA,2214,CASA DA FRENTE-SAO JOAO-SERTAOZINHO-SP -14170160 ",217.36,4
Cliente Ficticio 4648,"R ARQ RAFFAELLO BERTI,   730-MANGABEIRAS-BELO HORIZONTE-MG -30210120 ",369.52,4
Cliente Ficticio 4649,"R OLIMPIO PORTUGAL,   240, APT 4-MOOCA-SAO PAULO-SP -03112010 ",477.54,4
Cliente Ficticio 4650,"R JOAQUIM EDUARDO DE FARIAS,   209, BL C, APT 1904-PONTA NEGRA-NATAL-RN -59091130 ",151.51,4
Cliente Ficticio 4651,"AC, QD 03, LT 20, APT 204-RIACHO FUNDO I-BRASILIA-DF -71810300 ",31.20,4
Cliente Ficticio 4652,"AV GEN CAMARA,   274, APT 01-LUDKE-CRUZ ALTA-RS -98025323 ",23.77,4
